PERMIS;ACV;SEX;STATUT;CSP;USAGE;AGECOND;K8000;RM;CAR;CLA;ALI;ENE;VIT;SEGM;GARAGE;CHARGE
613;10;M;A;60;1;77;N;50;BRK;G;CAR;ES;160-170;M1;3;0
324;10;M;A;50;1;47;N;95;BRK;G;INJ;GO;140-150;M1;3;0
294;7;M;A;50;2;54;N;58;BRK;G;INJ;ES;140-150;M1;2;0
274;2;M;A;48;2;40;N;50;BRK;G;INJ;GO;140-150;M1;3;0
246;3;M;A;50;3;38;N;71;BRK;G;INJ;ES;130-140;M1;3;1418
222;4;M;A;50;2;42;N;72;BRK;G;INJ;ES;150-160;M1;3;0
87;4;M;A;50;1;47;N;90;BRK;G;INJ;ES;150-160;B;3;0
434;7;M;C;50;2;57;N;56;BRK;G;INJ;GO;130-140;M1;3;0
360;5;M;A;50;2;49;N;72;BRK;G;INJ;GO;150-160;M1;3;0
345;4;M;A;48;3;67;N;95;BRK;G;INJ;ES;150-160;M1;2;0
302;10;M;A;50;2;44;N;50;BRK;G;INJ;GO;130-140;M1;3;0
301;9;M;C;50;2;59;N;64;BRK;G;INJ;GO;130-140;M1;3;0
302;9;M;A;50;2;59;N;50;BRK;G;INJ;ES;160-170;M1;3;0
153;7;F;A;55;2;30;O;80;BRK;G;INJ;ES;170-180;M1;3;0
139;5;M;A;50;3;31;N;80;BRK;G;INJ;GO;150-160;M1;3;0
271;7;M;C;50;2;42;N;80;BRK;G;INJ;ES;160-170;M1;3;0
465;10;M;A;60;1;80;O;50;BRK;G;CAR;ES;160-170;H;3;0
423;5;M;C;50;2;56;N;59;BRK;G;INJ;GO;130-140;M1;3;0
175;3;M;A;50;2;36;N;95;BRK;G;INJ;GO;130-140;M1;3;0
405;7;F;A;50;2;54;N;95;BRK;H;INJ;ES;170-180;M1;3;0
419;1;M;A;1;3;54;N;63;BRK;H;INJ;ES;170-180;M1;3;0
183;7;M;A;50;2;33;N;85;BRK;H;INJ;ES;170-180;M1;3;0
198;2;M;A;50;2;34;N;50;BRK;H;INJ;ES;160-170;M1;3;0
421;2;M;A;50;4;53;N;50;BRK;H;INJ;GO;140-150;M1;3;0
424;7;M;A;50;3;55;N;59;BRK;H;INJ;GO;160-170;M1;3;0
357;1;M;A;42;4;48;N;50;BRK;H;INJ;GO;140-150;M1;3;0
370;5;M;A;46;3;49;N;50;BRK;H;INJ;GO;140-150;M1;3;0
233;7;F;A;50;2;45;N;90;BRK;H;INJ;GO;140-150;M1;3;0
25;9;F;C;55;2;39;N;118;BRK;H;INJ;ES;160-170;M1;3;0
490;4;F;A;50;3;62;N;61;BRK;H;INJ;ES;150-160;M1;3;3060
270;10;F;A;1;1;56;N;50;BRK;H;CAR;ES;170-180;M2;3;0
86;10;F;C;50;1;26;O;80;BRK;H;CAR;ES;150-160;H;3;0
286;3;F;A;50;1;46;N;50;BRK;H;INJ;ES;140-150;M1;3;0
439;4;F;A;60;1;60;N;72;BRK;H;INJ;ES;180-190;M1;3;0
110;10;F;A;49;3;45;N;90;BRK;H;CAR;ES;180-190;M2;3;0
284;5;F;A;50;2;42;N;50;BRK;H;INJ;GO;140-150;M1;3;0
335;2;F;C;50;1;47;N;90;BRK;H;INJ;ES;170-180;M1;2;0
239;5;F;C;50;3;38;N;100;BRK;H;INS;GO;170-180;M1;3;130
191;9;F;A;50;1;34;N;64;BRK;H;INJ;ES;160-170;M1;3;0
583;0;F;C;60;1;71;O;52;BRK;H;INJ;ES;160-170;B;2;0
285;2;F;A;50;2;43;N;61;BRK;H;INJ;ES;150-160;M1;3;0
449;5;F;C;50;2;55;N;50;BRK;H;INJ;ES;170-180;M1;3;0
256;1;F;A;50;3;39;N;50;BRK;H;INJ;ES;150-160;M1;2;0
699;0;F;A;60;1;78;N;50;BRK;H;INJ;ES;150-160;M1;3;0
324;1;F;C;50;1;48;N;95;BRK;H;INJ;ES;170-180;B;2;0
324;7;M;C;55;1;49;N;50;BRK;H;INJ;GO;140-150;M1;3;0
159;5;M;A;50;1;32;N;85;BRK;H;INJ;GO;140-150;M1;3;0
150;9;M;A;55;2;32;N;51;BRK;H;INJ;ES;160-170;M1;3;0
436;2;M;A;50;3;59;N;90;BRK;H;INJ;ES;150-160;M1;2;0
468;2;M;A;50;3;60;N;50;BRK;H;INJ;ES;150-160;M1;3;0
211;5;M;A;55;2;53;O;50;BRK;H;INJ;ES;180-190;M1;3;0
113;3;M;C;46;3;33;N;85;BRK;H;IDS;GO;150-160;M1;3;0
165;5;M;C;50;2;31;N;95;BRK;H;INJ;ES;170-180;M1;3;0
261;4;M;A;1;3;43;N;72;BRK;H;INJ;ES;150-160;M1;3;0
332;2;M;A;49;3;50;N;50;BRK;H;IDS;GO;140-150;M1;3;187
374;0;M;C;55;2;54;N;50;BRK;H;IDS;GO;160-170;B;3;0
437;3;M;A;42;4;54;N;50;BRK;H;INJ;ES;140-150;M1;2;0
397;10;M;A;50;2;52;N;50;BRK;H;CAR;ES;150-160;M2;3;0
503;5;M;A;50;3;60;N;62;BRK;H;INJ;GO;140-150;M1;3;1420
428;7;M;A;1;3;53;N;50;BRK;H;INJ;ES;180-190;M1;3;0
682;9;M;A;60;1;76;N;50;BRK;H;INJ;ES;160-170;M1;3;0
164;9;M;A;55;2;58;N;85;BRK;H;INS;GO;150-160;M1;3;0
511;4;M;A;60;1;61;N;50;BRK;H;INJ;GO;140-150;M1;1;0
358;10;M;A;50;2;57;N;50;BRK;H;INJ;GO;150-160;M1;2;0
210;5;M;A;55;2;36;N;50;BRK;H;INJ;ES;170-180;M1;3;0
219;5;M;A;1;2;50;N;70;BRK;H;INJ;GO;140-150;M1;3;1210
297;10;M;A;48;1;54;N;95;BRK;H;CAR;ES;170-180;M2;3;0
267;1;M;A;50;2;60;N;85;BRK;H;IDS;GO;150-160;M1;2;1134
169;2;M;A;50;2;32;N;80;BRK;H;INJ;ES;150-160;M1;3;1418
304;7;M;A;55;2;43;N;50;BRK;H;INJ;ES;170-180;M1;3;0
238;7;M;A;55;2;48;N;63;BRK;H;INS;GO;150-160;M1;3;0
13;4;M;C;50;2;24;N;95;BRK;H;INJ;GO;140-150;M1;3;0
211;1;M;C;50;2;36;N;80;BRK;H;INJ;GO;130-140;0;3;0
329;4;M;A;50;2;48;N;50;BRK;H;INJ;GO;140-150;M1;3;0
300;9;M;A;60;1;74;N;62;BRK;H;INJ;ES;170-180;M1;3;0
251;10;M;A;50;1;59;N;85;BRK;H;CAR;ES;170-180;M2;3;0
272;10;M;A;50;2;41;N;85;BRK;H;INJ;ES;160-170;M1;3;0
293;7;M;C;50;1;43;N;90;BRK;H;INJ;ES;170-180;M1;3;0
421;2;M;A;42;3;56;N;72;BRK;H;INJ;ES;150-160;M1;3;0
306;7;M;A;42;4;43;N;50;BRK;H;INS;GO;160-170;M1;3;0
473;9;M;A;50;2;57;N;50;BRK;H;INJ;ES;160-170;M1;3;0
238;10;M;A;50;2;60;N;119;BRK;H;INJ;ES;160-170;M1;3;0
283;10;M;A;50;1;42;N;90;BRK;H;INJ;GO;140-150;M1;3;0
166;10;M;A;50;1;45;O;60;BRK;H;INJ;GO;140-150;M1;3;0
363;10;M;A;50;2;49;N;50;BRK;H;INJ;GO;140-150;M1;3;0
533;1;M;C;60;1;62;N;50;BRK;H;INJ;ES;140-150;M1;3;0
326;10;M;A;50;2;46;N;64;BRK;H;CAR;ES;160-170;M1;3;0
284;5;M;A;50;1;48;N;90;BRK;H;INS;GO;160-170;M1;3;0
324;1;F;C;50;1;46;N;95;BRK;H;INJ;ES;170-180;M1;2;0
180;0;M;A;46;3;39;N;66;BRK;H;INJ;GO;140-150;M1;3;0
490;7;M;A;50;2;62;N;72;BRK;H;INS;GO;150-160;M1;3;0
430;3;F;A;46;3;56;N;50;BRK;H;INJ;GO;140-150;M1;3;0
356;0;F;A;50;2;53;N;50;BRK;I;INJ;ES;170-180;M1;1;0
221;9;M;A;48;3;50;N;50;BRK;I;INS;GO;170-180;M1;3;0
187;10;M;A;50;2;37;N;76;BRK;I;INJ;GO;150-160;M2;3;0
428;10;M;A;50;2;54;N;50;BRK;I;CAR;ES;170-180;M2;3;0
453;10;M;A;46;2;56;N;72;BRK;I;CAR;ES;170-180;M2;3;0
328;10;M;A;50;2;45;O;50;BRK;I;CAR;ES;180-190;M2;3;0
481;2;M;A;50;1;61;N;50;BRK;I;IDS;GO;150-160;M1;2;0
497;7;M;A;60;1;64;O;50;BRK;I;INJ;ES;170-180;M1;2;546
188;9;F;C;1;1;55;N;100;BRK;I;INJ;ES;170-180;M1;3;0
431;10;F;A;50;2;54;O;68;BRK;I;INJ;ES;170-180;M2;3;0
310;5;F;A;50;3;45;N;50;BRK;I;INS;GO;170-180;M1;1;0
529;1;F;A;60;1;63;N;50;BRK;I;INJ;ES;190-200;B;1;0
243;10;F;C;50;2;44;N;95;BRK;I;INJ;GO;140-150;M1;3;0
194;10;F;A;55;2;34;N;80;BRK;I;INJ;ES;170-180;M2;3;0
187;1;F;A;55;1;34;N;50;BRK;I;IDS;GO;150-160;M1;3;0
74;10;F;A;50;2;32;N;95;BRK;I;INS;GO;150-160;M1;3;0
163;5;F;A;42;3;31;N;95;BRK;I;INJ;ES;180-190;M1;3;0
249;2;F;A;50;2;53;N;53;BRK;I;IDS;GO;140-150;M1;3;0
412;7;F;A;60;1;62;O;50;BRK;I;INJ;ES;180-190;M1;3;0
392;4;F;C;50;1;55;O;106;BRK;I;INJ;ES;170-180;M1;3;0
108;4;F;A;50;2;34;N;95;BRK;I;INJ;ES;180-190;M1;3;0
249;10;F;C;50;2;40;N;80;BRK;I;CAR;ES;160-170;M2;2;0
256;2;M;A;55;2;39;N;50;BRK;I;IDS;GO;150-160;M1;3;0
313;7;M;A;42;1;47;N;85;BRK;I;INJ;GO;140-150;M1;3;1418
438;1;M;A;1;2;55;N;50;BRK;I;IDS;GO;150-160;M1;2;0
359;9;M;A;55;2;53;N;50;BRK;I;INJ;ES;170-180;M1;2;0
154;9;M;A;55;1;32;N;60;BRK;I;INS;GO;150-160;M1;2;0
285;5;M;A;42;4;41;N;50;BRK;I;INJ;GO;160-170;M1;3;0
288;10;M;A;48;3;62;N;50;BRK;I;INJ;GO;140-150;M2;3;0
316;10;M;A;48;1;45;N;50;BRK;I;INJ;GO;150-160;M2;2;0
242;10;M;A;50;1;41;O;50;BRK;I;CAR;ES;160-170;M2;3;0
402;9;M;A;50;2;52;N;50;BRK;I;INS;GO;160-170;M1;3;0
128;1;M;C;50;2;31;O;60;BRK;I;IDS;GO;150-160;M1;3;0
230;4;M;A;42;3;47;N;50;BRK;I;IDS;GO;160-170;M1;3;331
281;0;M;A;50;3;45;N;51;BRK;I;IDS;GO;160-170;M1;3;0
322;4;M;A;50;2;51;N;50;BRK;I;IDS;GO;170-180;M1;3;0
178;7;M;A;50;2;62;N;58;BRK;I;INJ;GO;150-160;M1;3;0
566;10;M;A;60;1;77;N;50;BRK;I;CAR;ES;180-190;M2;3;0
569;3;M;A;60;1;74;N;50;BRK;I;INJ;GO;160-170;M1;3;0
82;9;M;A;50;1;44;N;80;BRK;I;INJ;ES;180-190;M2;3;0
395;2;M;A;50;2;52;N;50;BRK;I;IDS;GO;150-160;M1;3;0
106;9;M;A;50;1;31;N;85;BRK;I;INS;GO;150-160;M1;3;0
368;5;M;A;55;2;51;N;50;BRK;I;IDS;GO;150-160;M1;3;420
101;2;M;C;50;3;28;N;95;BRK;I;IDS;GO;180-190;B;1;0
426;2;M;A;46;3;54;N;50;BRK;I;IDS;GO;150-160;M1;3;0
519;0;M;A;50;2;61;N;50;BRK;I;INJ;ES;170-180;M1;3;0
458;5;M;A;50;3;57;N;50;BRK;I;INJ;ES;190-200;M1;3;0
157;2;M;A;50;3;31;N;51;BRK;I;IDS;GO;180-190;B;3;400
543;9;M;A;60;1;74;N;50;BRK;I;INJ;ES;170-180;M1;3;0
111;4;M;C;50;2;27;N;68;BRK;I;INJ;ES;190-200;M1;3;3668
145;10;M;A;50;1;39;N;68;BRK;I;CAR;ES;170-180;M2;3;0
209;2;M;A;50;2;36;N;63;BRK;I;IDS;GO;150-160;M1;3;2651
334;10;M;A;55;2;60;N;50;BRK;I;CAR;ES;170-180;M2;3;0
399;5;M;A;55;2;56;N;50;BRK;I;INS;GO;170-180;M1;3;0
90;7;M;C;26;2;28;N;68;BRK;I;INS;GO;170-180;M1;3;0
320;3;M;A;50;2;55;N;68;BRK;I;INJ;ES;170-180;M1;3;0
88;10;M;A;50;1;26;O;80;BRK;I;INJ;GO;140-150;M1;2;0
222;5;M;A;55;1;39;N;112;BRK;I;INJ;GO;160-170;M1;3;0
397;10;M;A;60;1;62;N;64;BRK;I;CAR;ES;170-180;M2;3;0
533;10;M;A;60;1;67;N;74;BRK;I;INJ;GO;140-150;M1;3;0
287;10;M;A;50;2;43;N;90;BRK;I;INJ;GO;160-170;M2;3;0
399;10;M;A;50;1;62;N;50;BRK;I;CAR;ES;170-180;M2;3;0
471;0;M;A;50;2;60;N;50;BRK;I;IDS;GO;150-160;M1;3;305
130;4;M;A;50;1;46;N;90;BRK;I;IDS;GO;160-170;M1;3;0
541;3;M;A;60;1;65;N;50;BRK;I;INJ;ES;170-180;M1;3;616
310;2;M;A;50;2;54;N;68;BRK;I;INJ;ES;170-180;M1;3;0
281;10;M;A;46;3;43;N;50;BRK;I;INJ;GO;150-160;M2;3;0
357;5;M;A;37;1;53;N;100;BRK;I;INJ;GO;160-170;M1;3;0
401;5;F;A;60;1;61;O;50;BRK;I;INJ;ES;180-190;M1;3;0
174;1;M;A;50;1;33;N;85;BRK;I;IDS;GO;150-160;M1;3;0
340;3;M;A;50;2;47;N;50;BRK;I;INJ;GO;150-160;M1;3;0
87;9;M;A;50;1;34;N;85;BRK;I;INJ;ES;170-180;M2;1;0
319;3;F;A;46;1;45;N;50;BRK;J;IDS;GO;180-190;M1;3;0
605;1;M;A;60;1;74;N;65;BRK;J;INJ;ES;190-200;M1;3;0
271;9;M;A;55;2;43;N;67;BRK;J;INS;GO;170-180;M2;3;0
416;4;M;A;37;1;53;N;64;BRK;J;INS;GO;170-180;M2;3;0
111;9;F;A;37;1;27;N;95;BRK;J;INJ;GO;160-170;M2;3;0
495;5;F;A;50;2;59;O;50;BRK;J;INJ;ES;180-190;M1;2;0
120;2;F;C;1;1;30;N;90;BRK;J;IDS;GO;180-190;M1;3;0
91;5;F;A;50;1;28;N;76;BRK;J;INJ;ES;180-190;M1;3;0
218;10;F;A;50;2;36;N;51;BRK;J;INJ;GO;160-170;M2;3;0
230;1;F;C;50;2;37;N;50;BRK;J;IDS;GO;180-190;B;3;0
68;3;F;A;50;1;34;N;76;BRK;J;INJ;ES;180-190;M1;2;0
301;0;F;A;50;3;54;N;50;BRK;J;INJ;ES;190-200;M1;1;2008
300;7;F;A;55;1;43;N;85;BRK;J;INS;GO;170-180;M1;3;0
194;5;F;A;40;1;36;N;50;BRK;J;INJ;ES;170-180;M2;2;0
173;7;M;A;50;2;37;N;80;BRK;J;INJ;ES;170-180;M1;3;0
322;1;M;A;50;1;45;N;95;BRK;J;INJ;ES;190-200;M1;3;0
216;10;M;A;55;3;39;N;50;BRK;J;INJ;ES;170-180;M2;2;0
376;1;M;A;3;3;55;N;50;BRK;J;INJ;ES;180-190;B;3;0
147;2;M;A;50;1;30;N;85;BRK;J;INJ;ES;200-220;B;3;0
191;3;M;A;55;2;37;N;80;BRK;J;INJ;ES;190-200;M1;2;0
386;1;M;A;46;3;56;N;50;BRK;J;IDS;GO;170-180;M1;3;2253
306;1;M;A;50;2;44;N;50;BRK;J;IDS;GO;150-160;M1;2;0
194;7;M;A;55;1;34;N;50;BRK;J;INJ;ES;180-190;M1;3;0
773;2;M;A;60;1;82;N;60;BRK;J;IDS;GO;170-180;M1;3;173
281;2;M;C;42;1;52;N;125;BRK;J;IDS;GO;150-160;M1;3;0
124;7;M;A;50;1;37;O;90;BRK;J;INJ;ES;170-180;M2;3;0
608;4;M;A;60;1;74;N;57;BRK;J;INJ;ES;190-200;M2;3;1212
619;1;M;C;60;1;69;N;50;BRK;J;IDS;GO;180-190;B;1;0
106;4;M;A;50;1;35;N;85;BRK;J;IDS;GO;160-170;M1;3;0
284;2;M;A;55;2;46;N;50;BRK;J;IDS;GO;180-190;M1;3;0
98;10;M;C;50;2;28;N;85;BRK;J;INS;GO;170-180;M1;3;0
260;9;M;A;48;1;40;O;64;BRK;J;INJ;ES;180-190;M2;3;0
191;0;M;A;50;3;33;N;106;BRK;J;INJ;ES;180-190;B;2;0
193;0;M;A;55;2;35;O;85;BRK;J;IDS;GO;150-160;M1;3;0
399;3;M;A;20;1;51;N;50;BRK;J;IDS;GO;180-190;M1;3;0
180;10;M;A;50;2;51;N;74;BRK;J;INS;GO;180-190;M2;3;0
776;9;M;A;60;1;86;O;50;BRK;J;INS;GO;170-180;M1;3;0
162;7;M;C;50;1;32;N;90;BRK;J;INS;GO;170-180;M1;2;0
433;10;M;A;1;3;54;N;50;BRK;J;INS;GO;160-170;M2;3;0
438;2;M;A;50;2;54;N;62;BRK;J;INJ;ES;190-200;M1;2;0
282;4;M;A;50;1;54;N;50;BRK;J;IDS;GO;170-180;M1;3;0
261;2;M;A;55;2;41;N;50;BRK;J;IDS;GO;180-190;M1;3;0
526;9;M;A;60;1;67;N;50;BRK;J;INJ;GO;160-170;M1;3;0
448;10;M;A;1;1;61;N;50;BRK;J;INJ;GO;160-170;M2;3;0
410;9;M;A;50;2;52;N;50;BRK;J;INS;GO;170-180;M1;3;0
295;1;M;A;50;2;44;N;64;BRK;J;IDS;GO;150-160;M1;3;0
296;10;M;A;60;1;43;N;50;BRK;J;INJ;GO;140-150;H;3;0
318;10;M;C;50;2;54;N;50;BRK;J;INJ;ES;180-190;M2;3;0
439;9;M;A;50;2;54;N;62;BRK;J;INS;GO;180-190;M2;3;0
180;7;M;A;55;2;33;N;95;BRK;J;INJ;GO;160-170;M2;3;0
368;3;M;A;60;1;76;O;61;BRK;J;INJ;ES;200-220;M1;3;0
541;0;M;A;60;1;70;O;50;BRK;J;IDS;GO;170-180;M1;3;618
209;10;M;C;37;1;64;N;125;BRK;J;INJ;GO;001-130;0;3;0
361;7;M;A;42;2;50;N;65;BRK;J;INJ;ES;140-150;0;3;0
40;10;M;C;50;2;21;N;95;BRK;J;INJ;GO;150-160;M2;3;0
397;5;M;A;50;1;52;N;50;BRK;J;INS;GO;170-180;M1;3;0
169;9;M;A;50;2;50;N;78;BRK;J;INS;GO;180-190;M2;3;0
367;5;M;A;50;3;50;N;50;BRK;K;IDS;GO;190-200;M2;3;390
176;7;M;A;50;2;33;N;50;BRK;K;INS;GO;170-180;M2;3;1418
401;5;M;A;1;3;58;N;50;BRK;K;INJ;ES;190-200;M2;2;0
544;10;M;A;60;1;67;N;125;BRK;K;INJ;GO;150-160;0;3;0
221;4;M;A;50;3;36;N;76;BRK;K;INS;GO;180-190;M2;3;0
168;10;F;A;46;2;54;N;64;BRK;K;INS;GO;160-170;M2;3;0
487;10;F;A;48;3;62;N;50;BRK;K;INJ;ES;170-180;0;3;0
354;3;F;A;50;1;52;N;69;BRK;K;IDS;GO;190-200;M1;3;5904
357;10;F;A;55;2;48;N;50;BRK;K;INS;GO;170-180;M2;3;0
247;10;F;A;42;3;40;N;60;BRK;K;INS;GO;170-180;M2;3;0
390;10;F;A;50;2;62;N;50;BRK;K;INJ;ES;170-180;0;3;0
358;0;F;A;50;2;48;N;54;BRK;K;IDS;GO;190-200;M2;3;927
476;1;F;A;60;1;67;N;50;BRK;K;IDS;GO;190-200;M1;1;0
132;7;F;C;1;3;31;N;95;BRK;K;INJ;ES;200-220;M2;3;0
261;10;F;A;50;2;40;N;50;BRK;K;INJ;GO;160-170;M2;3;0
252;3;F;A;1;3;40;N;50;BRK;K;IDS;GO;190-200;M1;3;0
63;10;F;A;42;2;37;N;80;BRK;K;INJ;ES;170-180;0;3;0
452;0;F;A;50;1;58;N;50;BRK;K;IDS;GO;180-190;M1;3;0
213;3;M;A;50;1;36;N;90;BRK;K;INJ;ES;180-190;M2;2;0
131;9;M;C;50;3;30;N;75;BRK;K;INS;GO;170-180;M2;3;0
89;7;M;A;50;2;32;N;85;BRK;K;INS;GO;170-180;M2;3;0
266;5;M;A;48;3;40;N;50;BRK;K;IDS;GO;160-170;M2;3;0
454;2;M;A;50;1;59;N;90;BRK;K;INJ;ES;190-200;M2;2;0
186;10;M;C;55;2;38;N;50;BRK;K;INS;GO;170-180;M2;3;0
111;5;M;A;50;2;45;N;85;BRK;K;INS;GO;160-170;M2;3;0
447;10;M;A;46;3;55;N;50;BRK;K;INJ;ES;170-180;H;3;0
174;0;M;C;50;4;32;N;80;BRK;K;IDS;GO;180-190;M1;3;154
148;10;M;A;50;2;35;N;76;BRK;K;INJ;ES;160-170;0;3;0
408;10;M;A;50;2;52;N;50;BRK;K;INJ;GO;150-160;0;3;0
148;10;M;C;1;3;30;N;64;BRK;K;INJ;ES;170-180;M2;3;0
369;10;M;A;50;2;58;N;50;BRK;K;INS;GO;170-180;M2;2;0
556;3;M;A;60;1;67;N;50;BRK;K;INJ;ES;190-200;M2;3;0
210;9;M;A;50;1;42;N;85;BRK;K;INS;GO;170-180;M2;3;0
333;7;M;A;50;2;47;N;50;BRK;K;INJ;ES;190-200;M2;2;0
270;7;M;A;50;2;45;N;68;BRK;K;INS;GO;160-170;M2;3;0
321;10;M;A;50;1;53;O;50;BRK;K;INS;GO;170-180;M2;2;0
593;4;M;C;60;1;71;N;50;BRK;K;INJ;ES;200-220;M2;3;105
332;3;F;A;37;1;46;N;50;BRK;K;IDS;GO;190-200;M1;3;0
298;10;F;A;50;2;51;N;72;BRK;K;INS;GO;170-180;M2;3;0
391;3;F;A;50;2;57;N;50;BRK;K;IDS;GO;180-190;M1;3;0
252;10;M;A;50;2;39;N;85;BRK;K;INJ;ES;160-170;0;3;0
429;2;M;A;55;2;53;N;50;BRK;K;INJ;ES;200-220;M2;3;0
127;5;M;A;55;3;29;N;76;BRK;L;INS;GO;180-190;M2;3;1402
260;2;M;A;37;1;40;N;67;BRK;L;INJ;ES;200-220;M2;3;0
439;2;M;A;50;2;55;N;60;BRK;L;IDS;GO;180-190;M2;3;0
314;3;F;A;50;2;47;N;64;BRK;L;INJ;ES;190-200;M2;3;0
401;0;F;A;50;2;58;N;50;BRK;L;IDS;GO;180-190;M1;3;0
162;7;F;A;50;2;35;N;72;BRK;L;INJ;ES;200-220;M2;3;0
171;10;F;A;50;2;44;N;80;BRK;L;INJ;ES;180-190;H;3;0
225;0;F;A;50;2;37;N;90;BRK;L;INJ;ES;190-200;M2;3;0
377;4;F;A;50;1;51;O;50;BRK;L;IDS;GO;180-190;M2;3;0
240;1;M;A;48;2;38;N;76;BRK;L;INJ;ES;170-180;H;2;0
300;3;M;A;50;3;44;N;57;BRK;L;INJ;ES;190-200;M2;2;0
131;7;M;A;1;3;41;N;90;BRK;L;INJ;ES;200-220;M2;3;0
271;10;M;C;48;3;41;N;50;BRK;L;INJ;ES;190-200;M2;3;0
534;0;M;A;60;1;63;N;58;BRK;L;IDS;GO;180-190;M1;1;0
420;10;M;A;50;2;53;N;50;BRK;L;INJ;ES;180-190;0;3;0
297;10;M;C;46;2;43;N;50;BRK;L;INJ;GO;140-150;0;3;0
310;7;M;A;1;2;45;N;50;BRK;L;INS;ES;180-190;H;2;0
281;7;M;A;50;2;47;N;50;BRK;L;INS;GO;180-190;M2;3;0
261;10;M;A;55;1;41;O;51;BRK;L;INJ;ES;180-190;M2;3;0
277;3;M;A;55;2;42;N;50;BRK;L;IDS;GO;180-190;M2;3;0
271;10;M;A;1;2;40;N;50;BRK;L;INJ;ES;180-190;H;1;0
160;2;M;A;55;2;31;N;60;BRK;L;IDS;GO;190-200;M1;3;318
366;7;M;A;46;2;51;N;71;BRK;L;INJ;GO;160-170;M2;3;0
124;5;M;A;50;2;33;N;90;BRK;L;INJ;ES;190-200;M2;3;0
334;4;M;A;50;1;47;N;50;BRK;L;INJ;ES;190-200;M2;2;0
249;4;M;A;50;2;41;N;50;BRK;L;IDS;GO;180-190;M2;3;0
567;2;M;A;60;1;78;N;50;BRK;L;INJ;ES;190-200;M2;3;2639
579;4;M;A;60;1;66;N;50;BRK;L;INJ;ES;200-220;M2;3;3358
303;1;M;A;66;3;43;N;51;BRK;L;IDS;GO;160-170;0;3;446
440;2;M;A;42;3;55;N;50;BRK;L;IDS;GO;170-180;M2;3;0
479;10;M;A;49;1;58;N;50;BRK;L;INJ;ES;190-200;M2;3;0
429;5;M;A;50;2;55;N;50;BRK;L;INJ;ES;190-200;M2;2;0
232;9;M;A;50;1;37;N;50;BRK;L;IDS;GO;170-180;M2;3;0
214;1;M;A;50;2;36;N;68;BRK;L;IDS;GO;200-220;M2;3;1029
201;2;M;C;55;2;36;N;50;BRK;L;INJ;ES;180-190;M2;1;0
305;7;M;A;50;2;44;N;50;BRK;L;INJ;ES;190-200;M2;2;0
209;5;M;A;50;1;35;N;90;BRK;L;INJ;ES;200-220;M1;1;0
357;1;M;A;50;3;58;N;58;BRK;L;IDS;GO;180-190;M2;1;0
131;10;M;C;48;2;32;N;76;BRK;L;INJ;GO;140-150;0;3;0
339;10;M;A;50;3;46;N;60;BRK;L;INJ;ES;180-190;H;3;0
166;10;M;A;1;3;34;N;68;BRK;L;INJ;GO;140-150;0;3;0
248;2;M;A;50;2;41;N;76;BRK;L;INJ;ES;200-220;M2;3;0
175;5;M;A;50;2;32;N;64;BRK;L;IDS;GO;190-200;M2;3;0
196;10;M;A;50;1;37;N;100;BRK;L;INS;GO;170-180;M2;3;0
294;2;M;A;50;2;52;N;50;BRK;L;IDS;GO;200-220;M1;3;0
390;5;F;A;50;1;61;O;50;BRK;L;INJ;ES;190-200;M2;2;0
260;10;M;A;1;2;40;N;51;BRK;L;INJ;ES;180-190;H;1;0
280;2;M;A;46;3;44;N;50;BRK;L;INS;GO;170-180;M2;3;0
279;10;F;A;48;2;41;N;50;BRK;M;INJ;ES;190-200;H;3;0
384;9;M;A;50;2;50;N;50;BRK;M;INJ;ES;190-200;H;3;0
464;1;M;A;50;2;57;N;50;BRK;M;IDS;GO;180-190;M2;3;102
239;3;F;C;50;2;38;N;50;BRK;M;IDS;GO;190-200;M2;3;63
129;2;F;A;50;2;42;N;85;BRK;M;IDS;GO;200-220;M1;3;0
207;7;F;A;48;2;35;O;80;BRK;M;INJ;ES;200-220;M2;3;0
216;3;M;A;50;1;39;O;112;BRK;M;INS;ES;200-220;M2;3;0
301;10;M;A;42;2;45;N;100;BRK;M;INJ;ES;190-200;M2;3;0
181;1;M;A;1;2;33;N;90;BRK;M;IDS;GO;180-190;M2;3;0
249;3;M;A;2;3;38;N;50;BRK;M;INJ;ES;200-220;M2;1;97
405;1;M;A;50;3;52;N;50;BRK;M;IDS;GO;190-200;M2;3;0
336;2;M;A;50;3;51;N;50;BRK;M;IDS;GO;200-220;M2;3;0
205;3;M;A;42;2;42;N;60;BRK;M;INS;ES;200-220;M2;3;0
166;7;M;A;50;2;32;N;57;BRK;M;INJ;ES;S220;M2;3;0
170;1;M;A;50;2;32;N;54;BRK;M;INJ;ES;200-220;M2;3;0
158;10;M;C;50;2;41;N;90;BRK;M;INJ;ES;190-200;M2;1;0
404;9;M;A;46;3;51;N;50;BRK;M;INJ;ES;190-200;H;3;0
299;10;M;A;50;3;44;N;50;BRK;M;INJ;ES;200-220;H;3;0
270;1;M;A;50;2;40;N;50;BRK;M;IDS;GO;190-200;M2;3;0
374;9;M;A;50;1;64;N;50;BRK;M;IDS;GO;160-170;M2;2;0
252;5;M;A;50;3;45;N;50;BRK;M;INJ;ES;190-200;M2;3;0
150;3;M;A;50;2;37;N;72;BRK;M;IDS;GO;190-200;M2;3;0
